"unified_id"	"native_id"	"alt_id"	"id_type"	"tissue"	"match_id"
"ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ME-1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"ME1"
"ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ME-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"ME1"
"ME180_CERVIX"	"ME-180"	NA	"cosmic_clp"	"cervix"	"ME180"
"ME180_CERVIX"	"ME-180"	"687514"	"gdsc"	"urogenital_system"	"ME180"
"MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MEC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MEC-1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MEC1"
"MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MEC2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MEC-2"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MEC2"
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MEG-01"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MEG01"
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MEG-01"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MEG01"
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MEG-01"	"908126"	"gdsc"	"blood"	"MEG01"
"MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MEG01"	NA	"eurofins"	"Haematopoietic and lymphoid (Chronic Myelogenous Leukemia)"	"MEG01"
"MELHO_SKIN"	"MELHO_SKIN"	"MEL-HO"	"CCLE"	"skin"	"MELHO"
"MELHO_SKIN"	"MEL-HO"	NA	"cosmic_clp"	"skin"	"MELHO"
"MELHO_SKIN"	"MEL-HO"	"908124"	"gdsc"	"skin"	"MELHO"
"MELJUSO_SKIN"	"MELJUSO_SKIN"	"MEL-JUSO"	"CCLE"	"skin"	"MELJUSO"
"MELJUSO_SKIN"	"MEL-JUSO"	NA	"cosmic_clp"	"skin"	"MELJUSO"
"MELJUSO_SKIN"	"MEL-JUSO"	"908125"	"gdsc"	"skin"	"MELJUSO"
"MESSA_SOFT_TISSUE"	"MESSA_SOFT_TISSUE"	"MES-SA"	"CCLE"	"soft_tissue"	"MESSA"
"MESSA_SOFT_TISSUE"	"MES-SA"	NA	"cosmic_clp"	"soft_tissue"	"MESSA"
"MESSA_SOFT_TISSUE"	"MES-SA"	"908127"	"gdsc"	"urogenital_system"	"MESSA"
"MESSA_SOFT_TISSUE"	"MES-SA"	NA	"eurofins"	"Soft Tissue (Sarcoma)"	"MESSA"
"MEWO_SKIN"	"MEWO_SKIN"	"MeWo"	"CCLE"	"skin"	"MEWO"
"MEWO_SKIN"	"Mewo"	NA	"cosmic_clp"	"skin"	"MEWO"
"MEWO_SKIN"	"Mewo"	"908128"	"gdsc"	"skin"	"MEWO"
"MEWO_SKIN"	"MeWo"	NA	"eurofins"	"Skin (Melanoma)"	"MEWO"
"MFE280_ENDOMETRIUM"	"MFE280_ENDOMETRIUM"	"MFE-280"	"CCLE"	"endometrium"	"MFE280"
"MFE280_ENDOMETRIUM"	"MFE-280"	NA	"cosmic_clp"	"endometrium"	"MFE280"
"MFE280_ENDOMETRIUM"	"MFE-280"	"908129"	"gdsc"	"urogenital_system"	"MFE280"
"MFE296_ENDOMETRIUM"	"MFE296_ENDOMETRIUM"	"MFE-296"	"CCLE"	"endometrium"	"MFE296"
"MFE296_ENDOMETRIUM"	"MFE-296"	NA	"cosmic_clp"	"endometrium"	"MFE296"
"MFE296_ENDOMETRIUM"	"MFE-296"	"908130"	"gdsc"	"urogenital_system"	"MFE296"
"MFE319_ENDOMETRIUM"	"MFE319_ENDOMETRIUM"	"MFE-319"	"CCLE"	"endometrium"	"MFE319"
"MFE319_ENDOMETRIUM"	"MFE-319"	NA	"cosmic_clp"	"endometrium"	"MFE319"
"MFHINO_SOFT_TISSUE"	"MFH-ino"	NA	"cosmic_clp"	"soft_tissue"	"MFHINO"
"MFHINO_SOFT_TISSUE"	"MFH-ino"	"925343"	"gdsc"	"soft_tissue"	"MFHINO"
"MFM223_BREAST"	"MFM-223"	NA	"cosmic_clp"	"breast"	"MFM223"
"MFM223_BREAST"	"MFM-223"	"910948"	"gdsc"	"breast"	"MFM223"
"MG63_BONE"	"MG63_BONE"	"MG-63"	"CCLE"	"bone"	"MG63"
"MG63_BONE"	"MG-63"	NA	"cosmic_clp"	"bone"	"MG63"
"MG63_BONE"	"MG-63"	"908131"	"gdsc"	"bone"	"MG63"
"MG63_BONE"	"MG-63"	NA	"eurofins"	"Soft Tissue (Sarcoma)"	"MG63"
"MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHH-CALL-2"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MHHCALL2"
"MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHH-CALL-2"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MHHCALL2"
"MHHCALL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHH-CALL-2"	"908132"	"gdsc"	"blood"	"MHHCALL2"
"MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHHCALL3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHH-CALL-3"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MHHCALL3"
"MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHH-CALL-4"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MHHCALL4"
"MHHCALL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHH-CALL-4"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MHHCALL4"
"MHHES1_BONE"	"MHHES1_BONE"	"MHH-ES-1"	"CCLE"	"bone"	"MHHES1"
"MHHES1_BONE"	"MHH-ES-1"	NA	"cosmic_clp"	"bone"	"MHHES1"
"MHHES1_BONE"	"MHH-ES-1"	"908134"	"gdsc"	"bone"	"MHHES1"
"MHHNB11_AUTONOMIC_GANGLIA"	"MHHNB11_AUTONOMIC_GANGLIA"	"MHH-NB-11"	"CCLE"	"autonomic_ganglia"	"MHHNB11"
"MHHNB11_AUTONOMIC_GANGLIA"	"MHH-NB-11"	NA	"cosmic_clp"	"autonomic_ganglia"	"MHHNB11"
"MHHNB11_AUTONOMIC_GANGLIA"	"MHH-NB-11"	"908135"	"gdsc"	"nervous_system"	"MHHNB11"
"MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHH-PREB-1"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MHHPREB1"
"MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHH-PREB-1"	"908136"	"gdsc"	"blood"	"MHHPREB1"
"MHHPREB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MHH-PREB-1"	NA	"eurofins"	"Hematopoietic and lymphoid (human B cell lymphoma)"	"MHHPREB1"
"MIAPACA2_PANCREAS"	"MIAPACA2_PANCREAS"	"MIA PaCa-2"	"CCLE"	"pancreas"	"MIAPACA2"
"MIAPACA2_PANCREAS"	"MIA-PaCa-2"	NA	"cosmic_clp"	"pancreas"	"MIAPACA2"
"MIAPACA2_PANCREAS"	"MIA-PaCa-2"	"724870"	"gdsc"	"pancreas"	"MIAPACA2"
"MIAPACA2_PANCREAS"	"Mia PaCa-2"	NA	"eurofins"	"Pancreas"	"MIAPACA2"
"MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MINO_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Mino"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MINO"
"MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MJ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MJ"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MJ"
"MKN1_STOMACH"	"MKN1_STOMACH"	"MKN1"	"CCLE"	"stomach"	"MKN1"
"MKN1_STOMACH"	"MKN1"	NA	"cosmic_clp"	"stomach"	"MKN1"
"MKN1_STOMACH"	"MKN1"	"908138"	"gdsc"	"digestive_system"	"MKN1"
"MKN28_STOMACH"	"MKN28"	NA	"cosmic_clp"	"stomach"	"MKN28"
"MKN28_STOMACH"	"MKN28"	"908139"	"gdsc"	"digestive_system"	"MKN28"
"MKN45_STOMACH"	"MKN45_STOMACH"	"MKN-45"	"CCLE"	"stomach"	"MKN45"
"MKN45_STOMACH"	"MKN45"	NA	"cosmic_clp"	"stomach"	"MKN45"
"MKN45_STOMACH"	"MKN45"	"925340"	"gdsc"	"digestive_system"	"MKN45"
"MKN7_STOMACH"	"MKN7_STOMACH"	"MKN7"	"CCLE"	"stomach"	"MKN7"
"MKN7_STOMACH"	"MKN7"	NA	"cosmic_clp"	"stomach"	"MKN7"
"MKN7_STOMACH"	"MKN7"	"924250"	"gdsc"	"digestive_system"	"MKN7"
"MKN74_STOMACH"	"MKN74_STOMACH"	"MKN74"	"CCLE"	"stomach"	"MKN74"
"ML1_THYROID"	"ML1_THYROID"	"ML-1"	"CCLE"	"thyroid"	"ML1"
"ML1_THYROID"	"ML-1"	NA	"cosmic_clp"	"thyroid"	"ML1"
"ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ML-2"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"ML2"
"ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"ML-2"	"908141"	"gdsc"	"blood"	"ML2"
"MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MLMA"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MLMA"
"MLMA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MLMA"	"908142"	"gdsc"	"blood"	"MLMA"
"MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MM1-S"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MM1S"
"MM1S_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MM1S"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MM1S"
"MMACSF_SKIN"	"MMAC-SF"	NA	"cosmic_clp"	"skin"	"MMACSF"
"MMACSF_SKIN"	"MMAC-SF"	"925339"	"gdsc"	"skin"	"MMACSF"
"MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MN-60"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MN60"
"MN60_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MN-60"	"908143"	"gdsc"	"blood"	"MN60"
"MOGGCCM_CENTRAL_NERVOUS_SYSTEM"	"MOGGCCM_CENTRAL_NERVOUS_SYSTEM"	"MOG-G-CCM"	"CCLE"	"central_nervous_system"	"MOGGCCM"
"MOGGCCM_CENTRAL_NERVOUS_SYSTEM"	"MOG-G-CCM"	NA	"cosmic_clp"	"central_nervous_system"	"MOGGCCM"
"MOGGUVW_CENTRAL_NERVOUS_SYSTEM"	"MOGGUVW_CENTRAL_NERVOUS_SYSTEM"	"MOG-G-UVW"	"CCLE"	"central_nervous_system"	"MOGGUVW"
"MOGGUVW_CENTRAL_NERVOUS_SYSTEM"	"MOG-G-UVW"	NA	"cosmic_clp"	"central_nervous_system"	"MOGGUVW"
"MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLM-13"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MOLM13"
"MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLM-13"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MOLM13"
"MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLM-16"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MOLM16"
"MOLM16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLM-16"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MOLM16"
"MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLM-6"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MOLM6"
"MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLP2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLP-2"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MOLP2"
"MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLP-8"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MOLP8"
"MOLP8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLP-8"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MOLP8"
"MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-13"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MOLT13"
"MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-13"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MOLT13"
"MOLT13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-13"	"908146"	"gdsc"	"blood"	"MOLT13"
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-16"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MOLT16"
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-16"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MOLT16"
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-16"	"908147"	"gdsc"	"blood"	"MOLT16"
"MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-16"	NA	"eurofins"	"Haematopoietic and lymphoid (Acute lymphoblastic leukemia)"	"MOLT16"
"MOLT3_NS"	"MOLT-3"	NA	"eurofins"	"Haematopoietic and lymphoid (Acute lymphoblastic leukemia)"	"MOLT3"
"MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-4"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MOLT4"
"MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-4"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MOLT4"
"MOLT4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOLT-4"	"905958"	"gdsc"	"blood"	"MOLT4"
"MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MONOMAC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MONO-MAC-1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MONOMAC1"
"MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MONO-MAC-6"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MONOMAC6"
"MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MONO-MAC-6"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MONOMAC6"
"MONOMAC6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MONO-MAC-6"	"908148"	"gdsc"	"blood"	"MONOMAC6"
"MORCPR_LUNG"	"MORCPR_LUNG"	"MOR/CPR"	"CCLE"	"lung"	"MORCPR"
"MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Mo-T"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MOT"
"MOT_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"Mo-T"	"908149"	"gdsc"	"blood"	"MOT"
"MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOTN1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MOTN-1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MOTN1"
"MPP89_PLEURA"	"MPP89_PLEURA"	"MPP 89"	"CCLE"	"pleura"	"MPP89"
"MPP89_PLEURA"	"MPP-89"	NA	"cosmic_clp"	"pleura"	"MPP89"
"MPP89_PLEURA"	"MPP-89"	"908150"	"gdsc"	"lung"	"MPP89"
"MRKNU1_BREAST"	"MRK-nu-1"	NA	"cosmic_clp"	"breast"	"MRKNU1"
"MRKNU1_BREAST"	"MRK-nu-1"	"908151"	"gdsc"	"breast"	"MRKNU1"
"MS1_LUNG"	"MS-1"	NA	"cosmic_clp"	"lung"	"MS1"
"MS1_LUNG"	"MS-1"	"753594"	"gdsc"	"lung"	"MS1"
"MS751_CERVIX"	"MS751"	NA	"cosmic_clp"	"cervix"	"MS751"
"MSTO211H_PLEURA"	"MSTO211H_PLEURA"	"MSTO-211H"	"CCLE"	"pleura"	"MSTO211H"
"MSTO211H_PLEURA"	"MSTO-211H"	NA	"cosmic_clp"	"pleura"	"MSTO211H"
"MSTO211H_PLEURA"	"MSTO-211H"	"908152"	"gdsc"	"lung"	"MSTO211H"
"MT3_NS"	"MT-3"	NA	"eurofins"	"Breast"	"MT3"
"MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MUTZ3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MUTZ-3"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MUTZ3"
"MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MUTZ5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MUTZ-5"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MUTZ5"
"MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MV-4-11"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"MV411"
"MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MV-4-11"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MV411"
"MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MV-4-11"	"908156"	"gdsc"	"blood"	"MV411"
"MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MV-4-11"	NA	"eurofins"	"Hematopoietic and lymphoid (B myelomonocytic leukemia)"	"MV411"
"MX1_NS"	"MX1"	NA	"eurofins"	"Haematopoietic and lymphoid (Acute promyelocytic leukemia)"	"MX1"
"MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"MY-M12"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"MYM12"
"MZ1PC_PANCREAS"	"MZ1-PC"	NA	"cosmic_clp"	"pancreas"	"MZ1PC"
"MZ1PC_PANCREAS"	"MZ1-PC"	"753595"	"gdsc"	"pancreas"	"MZ1PC"
"MZ2MEL_SKIN"	"MZ2-MEL"	NA	"cosmic_clp"	"skin"	"MZ2MEL"
"MZ2MEL_SKIN"	"MZ2-MEL"	"971777"	"gdsc"	"skin"	"MZ2MEL"
"MZ7MEL_SKIN"	"MZ7-mel"	NA	"cosmic_clp"	"skin"	"MZ7MEL"
"MZ7MEL_SKIN"	"MZ7-mel"	"753596"	"gdsc"	"skin"	"MZ7MEL"
"NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM-1"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"NALM1"
"NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM-19"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"NALM19"
"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM-6"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"NALM6"
"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM-6"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"NALM6"
"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM-6"	"908158"	"gdsc"	"blood"	"NALM6"
"NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NALM-6"	NA	"eurofins"	"Hematopoietic and lymphoid (human B cell precursor leukemia)"	"NALM6"
"NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NAMALWA"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"NAMALWA"
"NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NAMALWA"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"NAMALWA"
"NB1_AUTONOMIC_GANGLIA"	"NB1_AUTONOMIC_GANGLIA"	"NB-1"	"CCLE"	"autonomic_ganglia"	"NB1"
"NB1_AUTONOMIC_GANGLIA"	"NB1"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB1"
"NB1_AUTONOMIC_GANGLIA"	"NB1"	"949179"	"gdsc"	"nervous_system"	"NB1"
"NB10_AUTONOMIC_GANGLIA"	"NB10"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB10"
"NB10_AUTONOMIC_GANGLIA"	"NB10"	"949171"	"gdsc"	"nervous_system"	"NB10"
"NB12_AUTONOMIC_GANGLIA"	"NB12"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB12"
"NB12_AUTONOMIC_GANGLIA"	"NB12"	"949172"	"gdsc"	"nervous_system"	"NB12"
"NB13_AUTONOMIC_GANGLIA"	"NB13"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB13"
"NB13_AUTONOMIC_GANGLIA"	"NB13"	"949177"	"gdsc"	"nervous_system"	"NB13"
"NB14_AUTONOMIC_GANGLIA"	"NB14"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB14"
"NB14_AUTONOMIC_GANGLIA"	"NB14"	"949178"	"gdsc"	"nervous_system"	"NB14"
"NB17_AUTONOMIC_GANGLIA"	"NB17"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB17"
"NB17_AUTONOMIC_GANGLIA"	"NB17"	"949175"	"gdsc"	"nervous_system"	"NB17"
"NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NB-4"	"CCLE"	"haematopoietic_and_lymphoid_tissue"	"NB4"
"NB4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"	"NB-4"	NA	"cosmic_clp"	"haematopoietic_and_lymphoid_tissue"	"NB4"
"NB5_AUTONOMIC_GANGLIA"	"NB5"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB5"
"NB5_AUTONOMIC_GANGLIA"	"NB5"	"949176"	"gdsc"	"nervous_system"	"NB5"
"NB6_AUTONOMIC_GANGLIA"	"NB6"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB6"
"NB6_AUTONOMIC_GANGLIA"	"NB6"	"949173"	"gdsc"	"nervous_system"	"NB6"
"NB69_AUTONOMIC_GANGLIA"	"NB69"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB69"
"NB69_AUTONOMIC_GANGLIA"	"NB69"	"908440"	"gdsc"	"nervous_system"	"NB69"
"NB7_AUTONOMIC_GANGLIA"	"NB7"	NA	"cosmic_clp"	"autonomic_ganglia"	"NB7"
"NB7_AUTONOMIC_GANGLIA"	"NB7"	"949174"	"gdsc"	"nervous_system"	"NB7"
"NBSUSSR_AUTONOMIC_GANGLIA"	"NBsusSR"	NA	"cosmic_clp"	"autonomic_ganglia"	"NBSUSSR"
"NBSUSSR_AUTONOMIC_GANGLIA"	"NBsusSR"	"925342"	"gdsc"	"nervous_system"	"NBSUSSR"
"NBTU110_AUTONOMIC_GANGLIA"	"NB(TU)1-10"	NA	"cosmic_clp"	"autonomic_ganglia"	"NBTU110"
"NCC010_KIDNEY"	"NCC010"	NA	"cosmic_clp"	"kidney"	"NCC010"
"NCC021_KIDNEY"	"NCC021"	NA	"cosmic_clp"	"kidney"	"NCC021"
"NCCIT_TESTIS"	"NCCIT"	NA	"cosmic_clp"	"testis"	"NCCIT"
"NCCSTCK140_STOMACH"	"NCCSTCK140_STOMACH"	"NCC-StC-K140"	"CCLE"	"stomach"	"NCCSTCK140"
"NCIADRRES_OVARY"	"NCI-ADR-RES"	NA	"cosmic_clp"	"ovary"	"NCIADRRES"
"NCIH1048_LUNG"	"NCIH1048_LUNG"	"NCI-H1048"	"CCLE"	"lung"	"NCIH1048"
"NCIH1048_LUNG"	"NCI-H1048"	NA	"cosmic_clp"	"lung"	"NCIH1048"
"NCIH1048_LUNG"	"NCI-H1048"	"687995"	"gdsc"	"lung"	"NCIH1048"
"NCIH1092_LUNG"	"NCIH1092_LUNG"	"NCI-H1092"	"CCLE"	"lung"	"NCIH1092"
"NCIH1092_LUNG"	"NCI-H1092"	NA	"cosmic_clp"	"lung"	"NCIH1092"
"NCIH1092_LUNG"	"NCI-H1092"	"687997"	"gdsc"	"lung"	"NCIH1092"
"NCIH1105_LUNG"	"NCIH1105_LUNG"	"NCI-H1105"	"CCLE"	"lung"	"NCIH1105"
"NCIH1105_LUNG"	"NCI-H1105"	NA	"cosmic_clp"	"lung"	"NCIH1105"
"NCIH1155_LUNG"	"NCIH1155_LUNG"	"NCI-H1155"	"CCLE"	"lung"	"NCIH1155"
"NCIH1155_LUNG"	"NCI-H1155"	NA	"cosmic_clp"	"lung"	"NCIH1155"
"NCIH1155_LUNG"	"NCI-H1155"	"908467"	"gdsc"	"lung"	"NCIH1155"
"NCIH1184_LUNG"	"NCIH1184_LUNG"	"NCI-H1184"	"CCLE"	"lung"	"NCIH1184"
"NCIH128_LUNG"	"NCI-H128"	NA	"cosmic_clp"	"lung"	"NCIH128"
"NCIH128_LUNG"	"NCI-H128"	"753597"	"gdsc"	"lung"	"NCIH128"
"NCIH1299_LUNG"	"NCIH1299_LUNG"	"NCI-H1299"	"CCLE"	"lung"	"NCIH1299"
"NCIH1299_LUNG"	"NCI-H1299"	NA	"cosmic_clp"	"lung"	"NCIH1299"
"NCIH1299_LUNG"	"NCI-H1299"	"724831"	"gdsc"	"lung"	"NCIH1299"
