CCLE name	Cell line primary name	Cell line aliases	Gender	Site Primary	Histology	Hist Subtype1	Notes	Source	Expression arrays	SNP arrays	Oncomap	Hybrid Capture Sequencing
PC14_LUNG	PC-14			lung	carcinoma	non_small_cell_carcinoma		RIKEN	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_G01_241186	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B03_335216	yes	yes
RERFLCAD1_LUNG	RERF-LC-Ad1		M	lung	carcinoma	adenocarcinoma		HSRRB	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_D07_296074	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C09_293344	yes	yes
RERFLCAD2_LUNG	RERF-LC-Ad2		M	lung	carcinoma	adenocarcinoma		HSRRB	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_C08_436518	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_G01_437428	yes	yes
RERFLCAI_LUNG	RERF-LC-AI		M	lung	carcinoma	squamous_cell_carcinoma		RIKEN	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_C12_241112	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E07_246718	yes	yes
RERFLCKJ_LUNG	RERF-LC-KJ		M	lung	carcinoma	non_small_cell_carcinoma		HSRRB	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F10_454704	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_C08_464564	yes	yes
RERFLCMS_LUNG	RERF-LC-MS			lung	carcinoma	non_small_cell_carcinoma		HSRRB	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_G12_241208	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_D12_293374	yes	yes
RERFLCSQ1_LUNG	RERF-LC-Sq1		F	lung	carcinoma	squamous_cell_carcinoma		HSRRB	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_E07_240958	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_A09_437332	yes	yes
SALE_LUNG	SALE			lung	other	immortalized_epithelial		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_A11_767946	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_G03_780204		
SBC5_LUNG	SBC-5			lung	carcinoma	small_cell_carcinoma		HSRRB	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B03_240878	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F09_246746	yes	yes
SCLC21H_LUNG	SCLC-21H		M	lung	carcinoma	small_cell_carcinoma		DSMZ	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A01_474586	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G09_490464	yes	yes
SHP77_LUNG	SHP-77		M	lung	carcinoma	small_cell_carcinoma		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B02_474740	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H03_464636	yes	yes
SKBR3_BREAST	SK-BR-3		F	breast	carcinoma	NS	Metastatic pair: SK-BR-3 and AU565 are from the same patient	ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_D06_383700	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_G03_335336	yes	yes
SKLU1_LUNG	SK-LU-1		F	lung	carcinoma	adenocarcinoma		ATCC	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E06_241148	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_G09_256162	yes	yes
SKMES1_LUNG	SK-MES-1		M	lung	carcinoma	squamous_cell_carcinoma		ATCC	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D01_241114	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_H06_293458	yes	yes
SQ1_LUNG	Sq-1			lung	carcinoma	squamous_cell_carcinoma		RIKEN	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_D10_257688	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F12_256144	yes	yes
SW1271_LUNG	SW 1271		M	lung	carcinoma	small_cell_carcinoma		ATCC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_D03_383620	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F07_335320	yes	yes
SW1573_LUNG	SW 1573		F	lung	carcinoma	squamous_cell_carcinoma		ATCC	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_H01_569452	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_B04_335218	yes	yes
SW900_LUNG	SW 900		M	lung	carcinoma	squamous_cell_carcinoma		ATCC	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_E08_241152	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H10_246796	yes	yes
T3M10_LUNG	T3M-10		M	lung	carcinoma	large_cell_carcinoma		RIKEN	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A02_454760		yes	yes
T47D_BREAST	T-47D		F	breast	carcinoma	ductal_carcinoma		ATCC	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H12_436432	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_D03_437522	yes	yes
TIG3TD_LUNG	TIG-3 TD	TIG3 TD		lung	other	immortalized_embryonic_fibroblast		Academic Lab / Achilles	RILLS_p_AchillesExp_Mar2011_1_HG-U133_Plus_2_B02_767868	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_H04_780260		
UACC812_BREAST	UACC-812		F	breast	carcinoma	ductal_carcinoma		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C01_523502	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F03_464690	yes	yes
UACC893_BREAST	UACC-893		F	breast	carcinoma	ductal_carcinoma		ATCC	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E11_523470	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F07_698652	yes	yes
VMRCLCD_LUNG	VMRC-LCD		M	lung	carcinoma	adenocarcinoma		HSRRB	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_A12_779714	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C12_293350	yes	yes
VMRCLCP_LUNG	VMRC-LCP			lung	carcinoma	squamous_cell_carcinoma		HSRRB	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E11_698908	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C01_335236	yes	yes
YMB1_BREAST	YMB-1		F	breast	carcinoma	NS	Identical lines: ZR-75-1 and YMB-1 share high SNP identity	HSRRB	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H01_436482	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_A11_437574	yes	
ZR751_BREAST	ZR-75-1		F	breast	carcinoma	ductal_carcinoma	Identical lines: ZR-75-1 and YMB-1 share high SNP identity	ATCC	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C04_454614	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H09_410932	yes	yes
ZR7530_BREAST	ZR-75-30		F	breast	carcinoma	ductal_carcinoma		ATCC	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B07_474632	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E10_464710	yes	yes
